STARTDATE,ENDDATE,LASTMONTH,LASTYEAR,SAMEMONTH,MAXMINRATIO,STATENAME,MANDINAME,COMMODITY,NUMBER_OF_MATCHED,TEXT,PUBLISHEDDATE,AVG_COSINE,ARTICLETITLE,ARTICLEURL,CENTRENAME
2018-09-30,2018-11-12,Anomaly,Normal,Normal,1.0414496979795875,MADHYA PRADESH,GWALIOR,MASUR DAL,NA,NA,NA,NA,NA,NA,GWALIOR
2018-10-07,2018-11-19,Anomaly,Normal,Normal,1.0414496979795875,MADHYA PRADESH,GWALIOR,MASUR DAL,NA,NA,NA,NA,NA,NA,GWALIOR
2018-10-14,2018-11-26,Anomaly,Normal,Normal,1.0414496979795875,MADHYA PRADESH,GWALIOR,MASUR DAL,NA,NA,NA,NA,NA,NA,GWALIOR
2019-09-29,2019-11-11,Anomaly,Normal,Normal,1.0414496979795875,WEST BENGAL,KOLKATA,MASUR DAL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-03-11,2018-04-23,Anomaly,Normal,Normal,1.031582288525631,WEST BENGAL,PURULIA,MASUR DAL,NA,NA,NA,NA,NA,NA,PURULIA
2018-03-25,2018-05-07,Anomaly,Normal,Normal,1.031582288525631,WEST BENGAL,PURULIA,MASUR DAL,NA,NA,NA,NA,NA,NA,PURULIA
2019-05-19,2019-07-01,Anomaly,Normal,Normal,1.030610675280726,WEST BENGAL,RAIGANJ,MASUR DAL,NA,NA,NA,NA,NA,NA,RAIGANJ
2019-05-26,2019-07-08,Anomaly,Normal,Normal,1.030610675280726,WEST BENGAL,RAIGANJ,MASUR DAL,NA,NA,NA,NA,NA,NA,RAIGANJ
2019-06-02,2019-07-15,Anomaly,Normal,Normal,1.030610675280726,WEST BENGAL,RAIGANJ,MASUR DAL,NA,NA,NA,NA,NA,NA,RAIGANJ
2021-03-14,2021-04-26,Anomaly,Normal,Normal,1.0288868878761823,WEST BENGAL,SILIGURI,MASUR DAL,NA,NA,NA,NA,NA,NA,KOLKATA
2017-02-19,2017-04-03,Anomaly,Normal,Normal,1.0236876562314008,WEST BENGAL,RAIGANJ,MASUR DAL,NA,NA,NA,NA,NA,NA,RAIGANJ
2017-02-26,2017-04-10,Anomaly,Normal,Normal,1.0236876562314008,WEST BENGAL,RAIGANJ,MASUR DAL,NA,NA,NA,NA,NA,NA,RAIGANJ
2017-03-05,2017-04-17,Anomaly,Normal,Normal,1.0236876562314008,WEST BENGAL,RAIGANJ,MASUR DAL,NA,NA,NA,NA,NA,NA,RAIGANJ
2017-03-12,2017-04-24,Anomaly,Normal,Normal,1.0236876562314008,WEST BENGAL,RAIGANJ,MASUR DAL,NA,NA,NA,NA,NA,NA,RAIGANJ
2017-03-19,2017-05-01,Anomaly,Normal,Normal,1.0236876562314008,WEST BENGAL,RAIGANJ,MASUR DAL,NA,NA,NA,NA,NA,NA,RAIGANJ
2018-02-18,2018-04-02,Anomaly,Normal,Normal,1.0235658176624614,WEST BENGAL,KOLKATA,MASUR DAL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-02-25,2018-04-09,Anomaly,Normal,Normal,1.0235658176624614,WEST BENGAL,KOLKATA,MASUR DAL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-09-30,2018-11-12,Anomaly,Normal,Normal,1.0210593490746651,WEST BENGAL,KOLKATA,MASUR DAL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-10-07,2018-11-19,Anomaly,Normal,Normal,1.0210593490746651,WEST BENGAL,KOLKATA,MASUR DAL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-10-14,2018-11-26,Anomaly,Normal,Normal,1.0210593490746651,WEST BENGAL,KOLKATA,MASUR DAL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-08-18,2019-09-30,Anomaly,Normal,Normal,1.0190348009998078,MADHYA PRADESH,REWA,MASUR DAL,NA,NA,NA,NA,NA,NA,REWA
2018-03-04,2018-04-16,Anomaly,Normal,Normal,1.0154663333854086,WEST BENGAL,PURULIA,MASUR DAL,NA,NA,NA,NA,NA,NA,PURULIA
2019-04-28,2019-06-10,Anomaly,Normal,Normal,1.0147739143411432,WEST BENGAL,SILIGURI,MASUR DAL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-05-05,2019-06-17,Anomaly,Normal,Normal,1.0147739143411432,WEST BENGAL,SILIGURI,MASUR DAL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-05-12,2019-06-24,Anomaly,Normal,Normal,1.0147739143411432,WEST BENGAL,SILIGURI,MASUR DAL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-05-19,2019-07-01,Anomaly,Normal,Normal,1.0147739143411432,WEST BENGAL,SILIGURI,MASUR DAL,NA,NA,NA,NA,NA,NA,KOLKATA
2021-07-18,2021-08-30,Anomaly,Normal,Normal,1.0132375721729334,WEST BENGAL,SILIGURI,MASUR DAL,NA,NA,NA,NA,NA,NA,KOLKATA
2021-07-25,2021-09-06,Anomaly,Normal,Normal,1.0132375721729334,WEST BENGAL,SILIGURI,MASUR DAL,NA,NA,NA,NA,NA,NA,KOLKATA
2021-08-01,2021-09-13,Anomaly,Normal,Normal,1.0132375721729334,WEST BENGAL,SILIGURI,MASUR DAL,NA,NA,NA,NA,NA,NA,KOLKATA
2021-04-11,2021-05-24,Anomaly,Normal,Normal,1.0115606936416186,WEST BENGAL,SILIGURI,MASUR DAL,NA,NA,NA,NA,NA,NA,KOLKATA
2021-04-18,2021-05-31,Anomaly,Normal,Normal,1.0115606936416186,WEST BENGAL,SILIGURI,MASUR DAL,NA,NA,NA,NA,NA,NA,KOLKATA
2021-07-11,2021-08-23,Anomaly,Normal,Normal,1.0047880580199973,WEST BENGAL,SILIGURI,MASUR DAL,NA,NA,NA,NA,NA,NA,KOLKATA
2021-12-26,2022-02-07,Anomaly,Normal,Normal,1.0021996708260206,MADHYA PRADESH,INDORE,MASUR DAL,NA,NA,NA,NA,NA,NA,INDORE
2021-03-21,2021-05-03,Anomaly,Normal,Normal,1.00139189607176,WEST BENGAL,SILIGURI,MASUR DAL,NA,NA,NA,NA,NA,NA,KOLKATA
2021-07-18,2021-08-30,Anomaly,Normal,Normal,1.0011641443539,MADHYA PRADESH,BHOPAL,MASUR DAL,NA,NA,NA,NA,NA,NA,BHOPAL
2021-12-26,2022-02-07,Anomaly,Normal,Normal,1.000439570053582,MADHYA PRADESH,JABALPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,JABALPUR
2017-04-23,2017-06-05,Anomaly,Normal,Normal,0.9998850706815308,WEST BENGAL,PURULIA,MASUR DAL,NA,NA,NA,NA,NA,NA,PURULIA
2017-04-30,2017-06-12,Anomaly,Normal,Normal,0.9998850706815308,WEST BENGAL,PURULIA,MASUR DAL,NA,NA,NA,NA,NA,NA,PURULIA
2017-05-07,2017-06-19,Anomaly,Normal,Normal,0.9998850706815308,WEST BENGAL,PURULIA,MASUR DAL,NA,NA,NA,NA,NA,NA,PURULIA
2017-12-03,2018-01-15,Anomaly,Normal,Normal,0.9998529627995882,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2017-12-10,2018-01-22,Anomaly,Normal,Normal,0.9998529627995882,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2017-12-17,2018-01-29,Anomaly,Normal,Normal,0.9998529627995882,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2017-12-24,2018-02-05,Anomaly,Normal,Normal,0.9998529627995882,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2017-12-31,2018-02-12,Anomaly,Normal,Normal,0.9998529627995882,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2018-01-07,2018-02-19,Anomaly,Normal,Normal,0.9998529627995882,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2020-08-16,2020-09-28,Anomaly,Normal,Normal,0.9998182148700236,MADHYA PRADESH,REWA,MASUR DAL,NA,NA,NA,NA,NA,NA,REWA
2020-08-09,2020-09-21,Anomaly,Normal,Normal,0.999814849102018,MADHYA PRADESH,JABALPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,JABALPUR
2018-08-05,2018-09-17,Anomaly,Normal,Normal,0.999791710060404,MADHYA PRADESH,INDORE,MASUR DAL,NA,NA,NA,NA,NA,NA,INDORE
2018-08-12,2018-09-24,Anomaly,Normal,Normal,0.999791710060404,MADHYA PRADESH,INDORE,MASUR DAL,NA,NA,NA,NA,NA,NA,INDORE
2018-08-12,2018-09-24,Anomaly,Normal,Normal,0.99978265594436,MADHYA PRADESH,REWA,MASUR DAL,NA,NA,NA,NA,NA,NA,REWA
2018-09-16,2018-10-29,Anomaly,Normal,Normal,0.99978265594436,MADHYA PRADESH,REWA,MASUR DAL,NA,NA,NA,NA,NA,NA,REWA
2018-10-07,2018-11-19,Anomaly,Normal,Normal,0.99978265594436,MADHYA PRADESH,REWA,MASUR DAL,NA,NA,NA,NA,NA,NA,REWA
2018-10-14,2018-11-26,Anomaly,Normal,Normal,0.99978265594436,MADHYA PRADESH,REWA,MASUR DAL,NA,NA,NA,NA,NA,NA,REWA
2018-12-23,2019-02-04,Anomaly,Normal,Normal,0.99978265594436,MADHYA PRADESH,REWA,MASUR DAL,NA,NA,NA,NA,NA,NA,REWA
2018-12-30,2019-02-11,Anomaly,Normal,Normal,0.99978265594436,MADHYA PRADESH,REWA,MASUR DAL,NA,NA,NA,NA,NA,NA,REWA
2019-01-06,2019-02-18,Anomaly,Normal,Normal,0.99978265594436,MADHYA PRADESH,REWA,MASUR DAL,NA,NA,NA,NA,NA,NA,REWA
2019-01-13,2019-02-25,Anomaly,Normal,Normal,0.99978265594436,MADHYA PRADESH,REWA,MASUR DAL,NA,NA,NA,NA,NA,NA,REWA
2019-01-20,2019-03-04,Anomaly,Normal,Normal,0.99978265594436,MADHYA PRADESH,REWA,MASUR DAL,NA,NA,NA,NA,NA,NA,REWA
2019-01-27,2019-03-11,Anomaly,Normal,Normal,0.99978265594436,MADHYA PRADESH,REWA,MASUR DAL,NA,NA,NA,NA,NA,NA,REWA
2018-10-07,2018-11-19,Anomaly,Normal,Normal,0.9997778271495223,MADHYA PRADESH,JABALPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,JABALPUR
2016-03-14,2016-04-26,Anomaly,,Anomaly,1.2066885019824167,MADHYA PRADESH,GWALIOR,MASUR DAL,NA,NA,NA,NA,NA,NA,GWALIOR
2016-03-21,2016-05-03,Anomaly,,Anomaly,1.2066885019824167,MADHYA PRADESH,GWALIOR,MASUR DAL,NA,NA,NA,NA,NA,NA,GWALIOR
2016-03-28,2016-05-10,Anomaly,,Anomaly,1.2066885019824167,MADHYA PRADESH,GWALIOR,MASUR DAL,NA,NA,NA,NA,NA,NA,GWALIOR
2016-08-08,2016-09-20,Anomaly,,Anomaly,1.1763321962122104,WEST BENGAL,RAIGANJ,MASUR DAL,NA,NA,NA,NA,NA,NA,RAIGANJ
2016-08-15,2016-09-27,Anomaly,,Anomaly,1.1763321962122104,WEST BENGAL,RAIGANJ,MASUR DAL,NA,NA,NA,NA,NA,NA,RAIGANJ
2016-08-22,2016-10-04,Anomaly,,Anomaly,1.1763321962122104,WEST BENGAL,RAIGANJ,MASUR DAL,NA,NA,NA,NA,NA,NA,RAIGANJ
2016-07-25,2016-09-06,Anomaly,,Anomaly,1.1109876680368849,WEST BENGAL,RAIGANJ,MASUR DAL,NA,NA,NA,NA,NA,NA,RAIGANJ
2016-08-01,2016-09-13,Anomaly,,Anomaly,1.1109876680368849,WEST BENGAL,RAIGANJ,MASUR DAL,NA,NA,NA,NA,NA,NA,RAIGANJ
2016-06-20,2016-08-02,Anomaly,,Anomaly,1.1021474832405411,WEST BENGAL,PURULIA,MASUR DAL,NA,NA,NA,NA,NA,NA,PURULIA
2016-03-21,2016-05-03,Anomaly,,Anomaly,1.0664889185135809,WEST BENGAL,KOLKATA,MASUR DAL,NA,NA,NA,NA,NA,NA,KOLKATA
2016-07-04,2016-08-16,Anomaly,,Anomaly,1.0651016193891971,WEST BENGAL,PURULIA,MASUR DAL,NA,NA,NA,NA,NA,NA,PURULIA
2016-07-11,2016-08-23,Anomaly,,Anomaly,1.0536501451456832,WEST BENGAL,PURULIA,MASUR DAL,NA,NA,NA,NA,NA,NA,PURULIA
2016-07-18,2016-08-30,Anomaly,,Anomaly,1.0536501451456832,WEST BENGAL,PURULIA,MASUR DAL,NA,NA,NA,NA,NA,NA,PURULIA
2016-12-12,2017-01-24,Anomaly,,Anomaly,1.0498950104989502,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-12-19,2017-01-31,Anomaly,,Anomaly,1.0498950104989502,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-12-26,2017-02-07,Anomaly,,Anomaly,1.0498950104989502,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-06-13,2016-07-26,Anomaly,,Anomaly,1.0448264239973035,WEST BENGAL,SILIGURI,MASUR DAL,NA,NA,NA,NA,NA,NA,KOLKATA
2016-06-20,2016-08-02,Anomaly,,Anomaly,1.0448264239973035,WEST BENGAL,SILIGURI,MASUR DAL,NA,NA,NA,NA,NA,NA,KOLKATA
2016-02-01,2016-03-15,Anomaly,,Anomaly,1.034304430270643,MADHYA PRADESH,GWALIOR,MASUR DAL,NA,NA,NA,NA,NA,NA,GWALIOR
2016-07-25,2016-09-06,Anomaly,,Anomaly,1.0102051334913926,WEST BENGAL,PURULIA,MASUR DAL,NA,NA,NA,NA,NA,NA,PURULIA
2016-08-01,2016-09-13,Anomaly,,Anomaly,1.0102051334913926,WEST BENGAL,PURULIA,MASUR DAL,NA,NA,NA,NA,NA,NA,PURULIA
2016-02-01,2016-03-15,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-02-08,2016-03-22,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-02-15,2016-03-29,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-02-22,2016-04-05,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-02-29,2016-04-12,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-03-07,2016-04-19,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-03-14,2016-04-26,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-03-21,2016-05-03,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-03-28,2016-05-10,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-04-04,2016-05-17,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-04-11,2016-05-24,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-04-18,2016-05-31,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-04-25,2016-06-07,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-05-02,2016-06-14,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-05-09,2016-06-21,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-05-16,2016-06-28,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-05-23,2016-07-05,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-05-30,2016-07-12,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-06-06,2016-07-19,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-06-13,2016-07-26,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-06-20,2016-08-02,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-06-27,2016-08-09,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-07-04,2016-08-16,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-07-11,2016-08-23,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-07-18,2016-08-30,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-07-25,2016-09-06,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-08-01,2016-09-13,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-08-08,2016-09-20,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-08-15,2016-09-27,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-08-22,2016-10-04,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-08-29,2016-10-11,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-09-05,2016-10-18,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-09-12,2016-10-25,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-09-19,2016-11-01,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-09-26,2016-11-08,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-10-03,2016-11-15,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-10-10,2016-11-22,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-10-17,2016-11-29,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-10-24,2016-12-06,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-10-31,2016-12-13,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-11-07,2016-12-20,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-11-14,2016-12-27,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-11-21,2017-01-03,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-11-28,2017-01-10,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-12-05,2017-01-17,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,MALDA,MASUR DAL,NA,NA,NA,NA,NA,NA,MALDA
2016-02-01,2016-03-15,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-02-08,2016-03-22,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-02-15,2016-03-29,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-02-22,2016-04-05,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-02-29,2016-04-12,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-03-07,2016-04-19,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-03-14,2016-04-26,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-03-21,2016-05-03,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-03-28,2016-05-10,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-04-04,2016-05-17,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-04-11,2016-05-24,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-04-18,2016-05-31,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-04-25,2016-06-07,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-05-02,2016-06-14,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-05-09,2016-06-21,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-05-16,2016-06-28,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-05-23,2016-07-05,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-05-30,2016-07-12,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-06-06,2016-07-19,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-06-13,2016-07-26,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-06-20,2016-08-02,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-06-27,2016-08-09,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-07-04,2016-08-16,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-07-11,2016-08-23,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-07-18,2016-08-30,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-07-25,2016-09-06,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-08-01,2016-09-13,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-08-08,2016-09-20,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-08-15,2016-09-27,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-08-22,2016-10-04,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-08-29,2016-10-11,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-09-05,2016-10-18,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-09-12,2016-10-25,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-09-19,2016-11-01,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-09-26,2016-11-08,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-10-03,2016-11-15,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-10-10,2016-11-22,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
2016-10-17,2016-11-29,Anomaly,,Anomaly,0.9998979695949392,WEST BENGAL,KHARAGPUR,MASUR DAL,NA,NA,NA,NA,NA,NA,KHARAGPUR
